,v,vw,o,c,h,l,t,n
383,154726.0,171.3552,171.28,171.37,171.44,171.25,1711983960000,3522
384,162273.0,171.4771,171.38,171.4999,171.6,171.31,1711984020000,3340
385,223480.0,171.2851,171.4946,171.365,171.4946,171.19,1711984080000,3681
386,112935.0,171.3336,171.36,171.2964,171.41,171.2806,1711984140000,3079
387,271254.0,171.2666,171.29,171.3756,171.48,171.12,1711984200000,4485
388,253852.0,171.5718,171.4,171.527,171.7,171.37,1711984260000,4854
389,118416.0,171.4807,171.5109,171.54,171.5556,171.41,1711984320000,4079
390,136454.0,171.5088,171.5384,171.516,171.61,171.41,1711984380000,3588
391,112006.0,171.442,171.515,171.4494,171.52,171.38,1711984440000,3467
392,127359.0,171.3183,171.42,171.2306,171.425,171.2306,1711984500000,3254
393,240139.0,171.1313,171.24,171.162,171.26,170.98,1711984560000,4348
394,155837.0,171.2786,171.16,171.35,171.3794,171.15,1711984620000,3123
395,155625.0,171.4568,171.37,171.38,171.56,171.3,1711984680000,3680
396,204622.0,171.4888,171.375,171.66,171.67,171.36,1711984740000,4460
397,167718.0,171.5659,171.6686,171.61,171.6686,171.43,1711984800000,4496
398,210612.0,171.7181,171.597,171.695,171.79,171.59,1711984860000,4649
399,317338.0,171.8894,171.68,171.988,172.03,171.68,1711984920000,5582
400,253299.0,171.9759,171.9801,171.9204,172.06,171.87,1711984980000,5357
401,152099.0,171.8157,171.93,171.7707,171.93,171.7221,1711985040000,4798
402,125075.0,171.8491,171.785,171.86,171.9,171.76,1711985100000,4195
403,121551.0,171.8393,171.8699,171.9499,171.9783,171.69,1711985160000,4363
404,153089.0,172.0346,171.9473,172.07,172.1599,171.9228,1711985220000,4224
405,140099.0,172.1076,172.1,172.08,172.19,172.03,1711985280000,4150
406,106443.0,172.0787,172.0701,172.105,172.1496,172.02,1711985340000,3810
407,151126.0,171.9627,172.09,171.94,172.1,171.85,1711985400000,4729
408,136442.0,172.0266,171.96,172.0599,172.1,171.91,1711985460000,4120
409,227463.0,171.9227,172.07,171.83,172.1,171.81,1711985520000,4516
410,164943.0,171.8323,171.825,171.854,171.95,171.721,1711985580000,3312
411,73995.0,171.8696,171.86,171.8597,171.95,171.8,1711985640000,2770
412,130193.0,171.8183,171.845,171.71,171.9199,171.7,1711985700000,3071
413,249975.0,171.7157,171.722,171.57,171.83,171.54,1711985760000,4356
414,164401.0,171.6712,171.5601,171.68,171.7976,171.55,1711985820000,3280
415,164484.0,171.7939,171.69,171.8368,171.86,171.69,1711985880000,3318
416,113752.0,171.8114,171.83,171.81,171.85,171.76,1711985940000,2926
417,239064.0,172.0331,171.82,172.1599,172.18,171.8091,1711986000000,3901
418,187791.0,172.0955,172.16,172.05,172.2,171.98,1711986060000,4085
419,203401.0,171.8186,172.0505,171.61,172.07,171.61,1711986120000,4592
420,187464.0,171.6816,171.6037,171.765,171.87,171.54,1711986180000,4555
421,108978.0,171.7447,171.7511,171.74,171.8,171.66,1711986240000,4125
422,275503.0,171.4394,171.7199,171.28,171.7699,171.18,1711986300000,5736
423,218835.0,171.2414,171.2585,171.1394,171.4,171.07,1711986360000,4912
424,138710.0,171.1512,171.13,171.125,171.2099,171.09,1711986420000,4323
425,123515.0,171.168,171.1136,171.205,171.28,171.09,1711986480000,4047
426,121355.0,171.2637,171.1901,171.33,171.35,171.165,1711986540000,3865
427,150988.0,171.1959,171.33,171.155,171.34,171.08,1711986600000,3920
428,254041.0,171.0156,171.1401,170.99,171.175,170.89,1711986660000,5459
429,158269.0,171.0165,170.96,171.0263,171.1699,170.92,1711986720000,3730
430,85203.0,171.1199,171.02,171.115,171.2,171.02,1711986780000,3279
431,62267.0,171.1409,171.1,171.16,171.2,171.08,1711986840000,2951
432,105503.0,171.1886,171.165,171.0999,171.284,171.08,1711986900000,3275
433,75737.0,171.1461,171.08,171.102,171.205,171.08,1711986960000,3041
434,96496.0,171.1549,171.1001,171.0701,171.24,171.0601,1711987020000,3285
435,103719.0,171.0814,171.075,171.13,171.14,171.0201,1711987080000,3515
436,173137.0,171.2281,171.14,171.18,171.3199,171.13,1711987140000,3778
437,90371.0,171.1384,171.19,171.08,171.21,171.07,1711987200000,3859
438,110350.0,171.201,171.0717,171.16,171.28,171.07,1711987260000,3722
439,208664.0,171.3799,171.16,171.42,171.51,171.13,1711987320000,3598
440,99618.0,171.4338,171.42,171.365,171.51,171.36,1711987380000,2802
441,106788.0,171.2791,171.35,171.28,171.3599,171.22,1711987440000,3179
442,98564.0,171.3672,171.27,171.445,171.47,171.27,1711987500000,3041
443,83750.0,171.4141,171.44,171.35,171.4782,171.35,1711987560000,3062
444,56413.0,171.3984,171.3432,171.48,171.5,171.34,1711987620000,2382
445,226566.0,171.7353,171.4812,171.89,171.93,171.4812,1711987680000,2110
446,146063.0,171.8724,171.8901,171.8285,171.97,171.77,1711987740000,1446
447,107880.0,171.8179,171.8316,171.8,171.93,171.74,1711987800000,1331
448,72667.0,171.8704,171.84,171.88,171.91,171.8162,1711987860000,914
449,155973.0,171.9391,171.872,171.9302,172.0,171.872,1711987920000,1770
450,102717.0,171.9185,171.945,171.925,171.98,171.85,1711987980000,1318
451,94915.0,171.9906,171.938,171.94,172.055,171.89,1711988040000,1221
452,100855.0,171.8985,171.94,171.95,171.96,171.83,1711988100000,1232
453,150434.0,172.0593,171.935,172.0746,172.19,171.89,1711988160000,1666
454,118935.0,172.0943,172.07,172.1698,172.18,171.985,1711988220000,1101
455,160029.0,172.1424,172.162,172.045,172.24,172.025,1711988280000,1483
456,119659.0,172.1997,172.015,172.26,172.2891,172.01,1711988340000,1236
457,137599.0,172.2877,172.28,172.28,172.34,172.2021,1711988400000,1383
458,91025.0,172.3087,172.29,172.3216,172.37,172.24,1711988460000,1032
459,85217.0,172.2645,172.31,172.32,172.34,172.2101,1711988520000,1092
460,106522.0,172.2777,172.33,172.3099,172.33,172.23,1711988580000,1077
461,90087.0,172.3011,172.31,172.3,172.34,172.2401,1711988640000,959
462,197990.0,172.2741,172.295,172.115,172.43,172.07,1711988700000,1660
463,105431.0,172.1854,172.139,172.19,172.26,172.091,1711988760000,1059
464,83817.0,172.2639,172.19,172.26,172.305,172.18,1711988820000,903
465,75424.0,172.326,172.2735,172.28,172.3888,172.26,1711988880000,950
466,63866.0,172.2771,172.2697,172.28,172.33,172.23,1711988940000,828
467,117816.0,172.3207,172.2882,172.3349,172.385,172.241,1711989000000,1286
468,96559.0,172.3424,172.332,172.312,172.43,172.27,1711989060000,1043
469,154594.0,172.1875,172.3037,172.1999,172.32,172.1,1711989120000,1385
470,90584.0,172.2741,172.2,172.1918,172.37,172.1901,1711989180000,1009
471,68690.0,172.2205,172.2019,172.33,172.3557,172.15,1711989240000,882
472,115979.0,172.3557,172.346,172.2985,172.4,172.2601,1711989300000,1126
473,66842.0,172.3781,172.3,172.35,172.44,172.29,1711989360000,900
474,117158.0,172.3622,172.33,172.32,172.48,172.23,1711989420000,1458
475,131428.0,172.3483,172.34,172.41,172.45,172.24,1711989480000,1106
476,126639.0,172.4748,172.415,172.4967,172.52,172.4017,1711989540000,1387
477,96388.0,172.4375,172.51,172.4399,172.51,172.38,1711989600000,1035
478,81726.0,172.4803,172.4214,172.4623,172.54,172.4141,1711989660000,1093
479,103880.0,172.3995,172.4608,172.2989,172.54,172.2602,1711989720000,1170
480,101324.0,172.3367,172.288,172.32,172.44,172.28,1711989780000,1175
481,73835.0,172.3557,172.33,172.315,172.4,172.3,1711989840000,968
482,165381.0,172.5477,172.32,172.615,172.63,172.32,1711989900000,1402
483,106371.0,172.5725,172.6134,172.5616,172.64,172.5,1711989960000,1168
484,58364.0,172.541,172.56,172.55,172.58,172.51,1711990020000,836
485,93858.0,172.5239,172.5569,172.47,172.59,172.47,1711990080000,1113
486,73419.0,172.5316,172.49,172.6141,172.6141,172.4501,1711990140000,969
487,225955.0,172.7432,172.6,172.88,172.93,172.6,1711990200000,2235
488,202412.0,172.9456,172.8822,172.93,173.04,172.8542,1711990260000,2024
489,138891.0,172.8628,172.93,172.7266,172.9899,172.7237,1711990320000,1309
490,118973.0,172.7126,172.74,172.77,172.78,172.65,1711990380000,1155
491,113250.0,172.7596,172.765,172.91,172.93,172.68,1711990440000,1020
492,114213.0,172.9148,172.915,172.972,172.98,172.85,1711990500000,1258
493,136845.0,172.9722,172.9844,172.88,173.0483,172.84,1711990560000,1453
494,116032.0,172.932,172.87,173.0087,173.02,172.8,1711990620000,1040
495,192270.0,173.1217,173.012,173.1985,173.23,173.008,1711990680000,1672
496,153855.0,173.1779,173.19,173.02,173.2771,173.01,1711990740000,1412
497,186410.0,172.8641,173.0301,172.78,173.0499,172.7,1711990800000,1868
498,239702.0,172.5835,172.7844,172.485,172.7949,172.4201,1711990860000,1854
499,148413.0,172.5396,172.5,172.52,172.65,172.43,1711990920000,1304
500,86132.0,172.5158,172.525,172.5528,172.6,172.44,1711990980000,916
501,77160.0,172.5821,172.57,172.5264,172.64,172.5,1711991040000,844
502,56288.0,172.5921,172.526,172.58,172.6599,172.515,1711991100000,763
503,64514.0,172.5501,172.5865,172.5501,172.59,172.5,1711991160000,809
504,120195.0,172.5664,172.565,172.545,172.69,172.4701,1711991220000,1147
505,56195.0,172.5339,172.54,172.528,172.6,172.49,1711991280000,640
506,86827.0,172.471,172.528,172.44,172.57,172.4001,1711991340000,1103
507,122338.0,172.3601,172.4399,172.37,172.49,172.2738,1711991400000,1201
508,75560.0,172.3706,172.3799,172.4717,172.4899,172.3,1711991460000,856
509,156743.0,172.5389,172.4799,172.32,172.69,172.32,1711991520000,1340
510,116112.0,172.3198,172.34,172.3339,172.43,172.26,1711991580000,940
511,69461.0,172.3058,172.3311,172.29,172.38,172.26,1711991640000,813
512,124721.0,172.3756,172.2935,172.4299,172.518,172.22,1711991700000,1145
513,73616.0,172.4424,172.425,172.45,172.5,172.385,1711991760000,801
514,67061.0,172.4686,172.465,172.4575,172.51,172.42,1711991820000,720
515,203626.0,172.355,172.455,172.27,172.47,172.2533,1711991880000,1232
516,145087.0,172.19,172.2558,172.14,172.2984,172.08,1711991940000,1416
517,173192.0,172.0543,172.1427,172.02,172.175,171.95,1711992000000,2498
518,190973.0,172.124,172.0247,171.935,172.09,171.88,1711992060000,1497
519,105919.0,171.9362,171.9392,171.8714,172.0162,171.87,1711992120000,1106
520,85483.0,171.9106,171.87,171.85,171.9777,171.85,1711992180000,959
521,135777.0,171.8518,171.85,171.75,171.95,171.74,1711992240000,1388
522,117478.0,171.832,171.76,171.85,171.88,171.75,1711992300000,1184
523,93501.0,171.8954,171.8505,171.81,171.9599,171.81,1711992360000,1120
524,73268.0,171.8771,171.83,171.9522,171.99,171.81,1711992420000,1059
525,73348.0,171.9253,171.96,171.89,171.997,171.88,1711992480000,1027
526,141441.0,171.8735,171.89,171.89,171.92,171.75,1711992540000,1259
527,55734.0,171.8852,171.86,171.875,171.922,171.84,1711992600000,1146
528,81787.0,171.863,171.875,171.825,171.93,171.78,1711992660000,1364
529,128052.0,171.9155,171.83,172.0099,172.07,171.75,1711992720000,1398
530,94556.0,172.0555,171.995,172.073,172.1499,171.98,1711992780000,1054
531,67926.0,172.0798,172.05,172.06,172.14,172.02,1711992840000,892
532,63532.0,172.1022,172.08,172.0737,172.1791,172.0306,1711992900000,922
533,75296.0,171.9819,172.07,171.92,172.1099,171.88,1711992960000,1071
534,86901.0,172.0494,171.915,172.15,172.16,171.86,1711993020000,1151
535,91035.0,172.1809,172.15,172.16,172.24,172.12,1711993080000,1022
536,82211.0,172.0944,172.1413,171.9961,172.18,171.98,1711993140000,1152
537,76608.0,172.0258,172.01,172.075,172.11,171.95,1711993200000,1000
538,72424.0,172.0874,172.0799,172.1097,172.16,172.02,1711993260000,1003
539,64472.0,172.1374,172.105,172.1501,172.18,172.0501,1711993320000,823
540,54674.0,172.0943,172.1549,172.11,172.17,172.0004,1711993380000,794
541,48897.0,172.1128,172.11,172.1099,172.15,172.08,1711993440000,778
542,53130.0,172.1569,172.1016,172.155,172.2,172.09,1711993500000,764
543,134170.0,172.2045,172.1539,172.325,172.36,172.0601,1711993560000,1138
544,105407.0,172.2915,172.33,172.184,172.3499,172.1801,1711993620000,852
545,44423.0,172.2419,172.18,172.2637,172.2799,172.18,1711993680000,641
546,117420.0,172.3763,172.27,172.3798,172.455,172.2638,1711993740000,1093
547,82139.0,172.4539,172.39,172.49,172.5114,172.39,1711993800000,976
548,156328.0,172.4604,172.49,172.3692,172.51,172.33,1711993860000,1012
549,106565.0,172.4256,172.36,172.42,172.49,172.36,1711993920000,968
550,96082.0,172.4679,172.417,172.46,172.5299,172.41,1711993980000,1010
551,96108.0,172.4479,172.45,172.42,172.51,172.4,1711994040000,988
552,103027.0,172.5207,172.41,172.555,172.6,172.41,1711994100000,1017
553,82222.0,172.5838,172.56,172.585,172.63,172.53,1711994160000,841
554,60554.0,172.5924,172.59,172.5898,172.6399,172.55,1711994220000,632
555,106818.0,172.6467,172.575,172.62,172.72,172.56,1711994280000,949
556,60902.0,172.5915,172.6018,172.615,172.62,172.5539,1711994340000,749
557,80501.0,172.5908,172.6,172.54,172.6589,172.53,1711994400000,835
558,114813.0,172.5965,172.55,172.65,172.68,172.47,1711994460000,1188
559,115194.0,172.6575,172.65,172.5907,172.7496,172.59,1711994520000,1025
560,95780.0,172.5969,172.595,172.5258,172.6769,172.5,1711994580000,801
561,127241.0,172.5404,172.5358,172.67,172.67,172.43,1711994640000,1119
562,69931.0,172.6537,172.65,172.63,172.7,172.6,1711994700000,935
563,115851.0,172.5461,172.62,172.5002,172.66,172.43,1711994760000,1284
564,89168.0,172.5976,172.5,172.602,172.69,172.49,1711994820000,1024
565,78275.0,172.6282,172.61,172.5999,172.67,172.58,1711994880000,841
566,104756.0,172.4977,172.59,172.42,172.59,172.38,1711994940000,1244
567,123698.0,172.3339,172.425,172.295,172.43,172.26,1711995000000,1346
568,90083.0,172.3161,172.295,172.3,172.37,172.25,1711995060000,866
569,81667.0,172.2639,172.296,172.19,172.34,172.17,1711995120000,1062
570,86840.0,172.1837,172.175,172.2,172.249,172.11,1711995180000,1117
571,63717.0,172.2297,172.2,172.205,172.27,172.1825,1711995240000,699
572,61160.0,172.2494,172.205,172.23,172.285,172.2,1711995300000,945
573,97211.0,172.3227,172.24,172.325,172.36,172.24,1711995360000,1061
574,98338.0,172.365,172.33,172.3902,172.4299,172.3,1711995420000,919
575,71023.0,172.3991,172.385,172.45,172.49,172.31,1711995480000,761
576,142158.0,172.5548,172.47,172.62,172.7599,172.4201,1711995540000,1240
577,150182.0,172.7398,172.61,172.71,172.83,172.6,1711995600000,1460
578,153717.0,172.6747,172.705,172.628,172.77,172.52,1711995660000,1316
579,219946.0,172.7775,172.6207,172.9287,172.95,172.6207,1711995720000,1236
580,112531.0,172.8932,172.922,172.8601,172.95,172.84,1711995780000,964
581,68911.0,172.9161,172.87,172.91,172.95,172.8602,1711995840000,715
582,129653.0,172.9847,172.92,173.04,173.07,172.9101,1711995900000,1320
583,103766.0,173.0227,173.04,172.98,173.09,172.98,1711995960000,1106
584,102340.0,173.0504,173.0,173.012,173.105,172.97,1711996020000,1011
585,118410.0,172.9349,173.0,172.91,173.0,172.88,1711996080000,1165
586,89041.0,172.9549,172.9092,172.94,173.0,172.9,1711996140000,1106
587,100155.0,172.9463,172.93,172.93,172.99,172.866,1711996200000,1210
588,86721.0,172.911,172.94,172.93,172.9711,172.83,1711996260000,898
589,105085.0,172.844,172.935,172.76,172.9399,172.75,1711996320000,1239
590,129172.0,172.7164,172.77,172.66,172.78,172.64,1711996380000,1331
591,133585.0,172.7684,172.66,172.93,172.95,172.6,1711996440000,1362
592,83073.0,172.8523,172.93,172.89,172.93,172.77,1711996500000,968
593,78453.0,172.9095,172.8991,172.89,172.9486,172.86,1711996560000,715
594,147942.0,173.0482,172.9,173.0799,173.1,172.9,1711996620000,1273
595,109400.0,173.1198,173.06,173.1499,173.18,173.0502,1711996680000,1137
596,146221.0,173.0538,173.14,173.06,173.1736,172.9975,1711996740000,1162
597,100466.0,173.0121,173.06,173.01,173.0978,172.92,1711996800000,914
598,105081.0,172.869,173.002,172.92,173.03,172.92,1711996860000,956
599,95121.0,172.9323,172.93,172.93,172.98,172.89,1711996920000,1064
600,60359.0,172.9292,172.9209,172.92,172.97,172.89,1711996980000,921
601,212669.0,172.8315,172.9015,172.952,172.97,172.5901,1711997040000,1985
602,149355.0,172.9293,172.94,172.9097,173.0499,172.8,1711997100000,1182
603,84106.0,172.953,172.91,172.8902,173.01,172.87,1711997160000,913
604,56129.0,172.9768,172.9084,172.98,173.0199,172.89,1711997220000,696
605,155124.0,172.9942,172.98,172.9001,173.05,172.89,1711997280000,1024
606,87943.0,172.8643,172.9,172.83,172.95,172.8006,1711997340000,949
607,72447.0,172.8322,172.8468,172.91,172.9263,172.75,1711997400000,1016
608,64688.0,172.842,172.9001,172.885,172.91,172.74,1711997460000,879
609,62856.0,172.8737,172.885,172.88,172.9,172.84,1711997520000,765
610,64835.0,172.8821,172.86,172.86,172.93,172.83,1711997580000,849
611,100106.0,172.8324,172.8513,172.83,172.89,172.74,1711997640000,1021
612,52818.0,172.8716,172.85,172.8701,172.91,172.83,1711997700000,684
613,75070.0,172.8361,172.8882,172.78,172.9199,172.71,1711997760000,906
614,49377.0,172.8333,172.77,172.8801,172.895,172.77,1711997820000,744
615,125195.0,172.9608,172.89,172.99,173.04,172.86,1711997880000,993
616,69275.0,172.9626,172.99,172.9613,173.02,172.911,1711997940000,890
617,165279.0,172.9731,172.9613,172.87,173.1699,172.841,1711998000000,1344
618,73725.0,172.9633,172.87,172.97,173.02,172.85,1711998060000,842
619,137618.0,173.0498,172.98,173.0699,173.1,172.98,1711998120000,920
620,198285.0,173.2111,173.06,173.29,173.31,173.0503,1711998180000,1897
621,131514.0,173.2894,173.29,173.3223,173.358,173.21,1711998240000,1036
622,273089.0,173.4923,173.3308,173.55,173.59,173.3308,1711998300000,1940
623,170821.0,173.5972,173.55,173.64,173.68,173.52,1711998360000,1376
624,141728.0,173.6651,173.6308,173.66,173.7289,173.61,1711998420000,1369
625,142983.0,173.7222,173.668,173.77,173.8111,173.61,1711998480000,1364
626,246933.0,173.8249,173.77,173.78,173.88,173.76,1711998540000,1339
627,152585.0,173.7587,173.775,173.74,173.82,173.7,1711998600000,1471
628,140390.0,173.7111,173.73,173.7199,173.81,173.61,1711998660000,1380
629,167882.0,173.8266,173.7199,173.82,173.88,173.6957,1711998720000,1423
630,132021.0,173.7896,173.8109,173.69,173.88,173.69,1711998780000,1299
631,151205.0,173.6731,173.71,173.69,173.78,173.5201,1711998840000,1537
632,178888.0,173.7743,173.7,173.89,173.9,173.59,1711998900000,1434
633,184275.0,173.9086,173.8991,173.9323,173.98,173.825,1711998960000,1557
634,147318.0,173.9331,173.94,173.885,173.99,173.87,1711999020000,1217
635,116280.0,173.8409,173.8716,173.8335,173.91,173.7839,1711999080000,1302
636,86305.0,173.8931,173.84,173.96,173.97,173.84,1711999140000,980
637,196380.0,173.9315,173.9699,173.86,174.03,173.7801,1711999200000,2198
638,69641.0,173.846,173.872,173.81,173.9,173.7811,1711999260000,1034
639,149038.0,173.7562,173.81,173.74,173.8588,173.67,1711999320000,1368
640,128247.0,173.7039,173.74,173.61,173.7998,173.6,1711999380000,1368
641,194226.0,173.6922,173.61,173.8,173.82,173.4301,1711999440000,1543
642,114122.0,173.8025,173.7946,173.83,173.85,173.73,1711999500000,1199
643,212605.0,173.9668,173.835,173.9417,174.0868,173.75,1711999560000,1765
644,118050.0,173.9292,173.96,173.915,174.0564,173.85,1711999620000,1332
645,106510.0,173.9308,173.89,173.9001,174.0,173.8201,1711999680000,1052
646,71519.0,173.9416,173.93,173.955,173.98,173.9,1711999740000,932
647,132892.0,173.8423,173.96,173.782,173.98,173.71,1711999800000,1568
648,62424.0,173.7889,173.7801,173.8115,173.8399,173.7349,1711999860000,978
649,99608.0,173.8217,173.81,173.822,173.852,173.77,1711999920000,1121
650,104178.0,173.7774,173.82,173.72,173.88,173.6534,1711999980000,1272
651,100008.0,173.7421,173.7299,173.7086,173.83,173.6501,1712000040000,1067
652,134821.0,173.6621,173.69,173.5528,173.8,173.54,1712000100000,1441
653,181784.0,173.4874,173.562,173.472,173.582,173.4,1712000160000,1665
654,124006.0,173.5132,173.48,173.54,173.6051,173.4,1712000220000,1196
655,82870.0,173.4906,173.55,173.47,173.5593,173.4401,1712000280000,1058
656,97413.0,173.5168,173.46,173.4637,173.58,173.45,1712000340000,1111
657,124991.0,173.4694,173.475,173.4201,173.52,173.42,1712000400000,1375
658,136996.0,173.4225,173.43,173.3919,173.4799,173.3501,1712000460000,1291
659,161067.0,173.4898,173.396,173.5301,173.585,173.38,1712000520000,1581
660,144103.0,173.554,173.54,173.56,173.63,173.5,1712000580000,1363
661,157456.0,173.6093,173.56,173.7398,173.75,173.47,1712000640000,1591
662,203605.0,173.8242,173.722,173.72,173.92,173.71,1712000700000,1931
